experiment_id,model,domain,metric,best_score,eval_score,best_iteration,run_completed,symfluence_version,code_commit,collected_at
domain_Bow_at_Banff_lumped_elev_sd_routing:river_basins/Bow_at_Banff_lumped_elev_sd_routing_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_lumped_elev_sd_routing,n_features,1,,,2026-07-19T19:13:03Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_elev_sd_routing:river_network/Bow_at_Banff_lumped_elev_sd_routing_riverNetwork_delineate.shp,geometry,domain_Bow_at_Banff_lumped_elev_sd_routing,n_features,49,,,2026-07-19T19:13:05Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_elev_sd_routing:river_network/Bow_at_Banff_lumped_elev_sd_routing_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_lumped_elev_sd_routing,n_features,1,,,2026-07-19T19:13:03Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_era5:catchment/lumped/Bow_at_Banff_lumped_era5/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,,2026-07-19T17:23:43Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_era5:catchment/lumped/benchmark/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,,2026-07-24T00:53:22Z,0.9.2,71e09ddc,2026-07-24T17:40:04Z
domain_Bow_at_Banff_lumped_era5:catchment/lumped/run_1/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,,2026-07-21T12:56:53Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_era5:catchment/lumped/run_1/Bow_at_Banff_lumped_era5_HRUs_elevation.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,12,,,2026-07-22T01:26:58Z,0.9.2,a0acb3a1,2026-07-23T16:59:08Z
domain_Bow_at_Banff_lumped_era5:river_basins/Bow_at_Banff_lumped_era5_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,,2026-07-20T03:34:12Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_era5:river_network/Bow_at_Banff_lumped_era5_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,,2026-07-20T03:34:12Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_land_classes:catchment/lumped/Bow_at_Banff_lumped_land_classes/Bow_at_Banff_lumped_land_classes_HRUs_landclass.shp,geometry,domain_Bow_at_Banff_lumped_land_classes,n_features,9,,,2026-07-19T17:49:05Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_land_classes:river_basins/Bow_at_Banff_lumped_land_classes_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_lumped_land_classes,n_features,1,,,2026-07-19T17:49:05Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_land_classes:river_network/Bow_at_Banff_lumped_land_classes_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_lumped_land_classes,n_features,1,,,2026-07-19T17:49:05Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_sd_routing:catchment/lumped/Bow_at_Banff_lumped_sd_routing/Bow_at_Banff_lumped_sd_routing_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,1,,,2026-07-19T19:12:29Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_sd_routing:catchment/lumped/Bow_at_Banff_lumped_sd_routing/Bow_at_Banff_lumped_sd_routing_catchment_delineated.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,49,,,2026-07-19T19:12:29Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_sd_routing:river_basins/Bow_at_Banff_lumped_sd_routing_riverBasins_delineate.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,49,,,2026-07-19T19:12:29Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_sd_routing:river_basins/Bow_at_Banff_lumped_sd_routing_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,1,,,2026-07-19T19:12:27Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_sd_routing:river_network/Bow_at_Banff_lumped_sd_routing_riverNetwork_delineate.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,49,,,2026-07-19T19:12:29Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_lumped_sd_routing:river_network/Bow_at_Banff_lumped_sd_routing_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,1,,,2026-07-19T19:12:27Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_multivar:catchment/lumped/bow_exp3_joint/Bow_at_Banff_multivar_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_multivar,n_features,1,,,2026-07-20T20:40:28Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_multivar:catchment/lumped/bow_exp4_moead_joint/Bow_at_Banff_multivar_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_multivar,n_features,1,,,2026-07-21T19:21:56Z,0.9.2,6ea0d4d7,2026-07-21T19:29:49Z
domain_Bow_at_Banff_multivar:river_basins/Bow_at_Banff_multivar_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_multivar,n_features,1,,,2026-07-20T03:34:11Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_multivar:river_network/Bow_at_Banff_multivar_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_multivar,n_features,1,,,2026-07-20T03:34:11Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_semidistributed_elev:catchment/semidistributed/Bow_at_Banff_semidistributed_elev/Bow_at_Banff_semidistributed_elev_HRUs_elevation.shp,geometry,domain_Bow_at_Banff_semidistributed_elev,n_features,363,,,2026-07-19T17:49:25Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_semidistributed_elev:river_basins/Bow_at_Banff_semidistributed_elev_riverBasins_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_elev,n_features,49,,,2026-07-19T17:49:23Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_semidistributed_elev:river_network/Bow_at_Banff_semidistributed_elev_riverNetwork_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_elev,n_features,49,,,2026-07-19T17:49:23Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_semidistributed_elev_aspect:catchment/semidistributed/Bow_at_Banff_semidistributed_elev_aspect/Bow_at_Banff_semidistributed_elev_aspect_HRUs_elevation_aspect.shp,geometry,domain_Bow_at_Banff_semidistributed_elev_aspect,n_features,2409,,,2026-07-19T17:49:44Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_semidistributed_elev_aspect:river_basins/Bow_at_Banff_semidistributed_elev_aspect_riverBasins_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_elev_aspect,n_features,49,,,2026-07-19T17:49:34Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_semidistributed_elev_aspect:river_network/Bow_at_Banff_semidistributed_elev_aspect_riverNetwork_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_elev_aspect,n_features,49,,,2026-07-19T17:49:34Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_semidistributed_era5:catchment/semidistributed/Bow_at_Banff_semidistributed_era5/Bow_at_Banff_semidistributed_era5_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_semidistributed_era5,n_features,49,,,2026-07-19T17:49:14Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_semidistributed_era5:river_basins/Bow_at_Banff_semidistributed_era5_riverBasins_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_era5,n_features,49,,,2026-07-19T17:49:14Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Bow_at_Banff_semidistributed_era5:river_network/Bow_at_Banff_semidistributed_era5_riverNetwork_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_era5,n_features,49,,,2026-07-19T17:49:14Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_coastal:catchment/semidistributed/Iceland_coastal/Iceland_coastal_HRUs_GRUs.shp,geometry,domain_Iceland_coastal,n_features,2284,,,2026-07-19T18:17:38Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_coastal:river_basins/Iceland_coastal_riverBasins_semidistributed.shp,geometry,domain_Iceland_coastal,n_features,1864,,,2026-07-19T18:17:25Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_coastal:river_basins/Iceland_coastal_riverBasins_with_coastal.shp,geometry,domain_Iceland_coastal,n_features,2284,,,2026-07-19T18:17:34Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_coastal:river_network/Iceland_coastal_riverNetwork_semidistributed.shp,geometry,domain_Iceland_coastal,n_features,1895,,,2026-07-19T18:17:25Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_coastal_elev:catchment/semidistributed/Iceland_coastal_elev/Iceland_coastal_elev_HRUs_elevation.shp,geometry,domain_Iceland_coastal_elev,n_features,7185,,,2026-07-19T18:45:58Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_coastal_elev:river_basins/Iceland_coastal_elev_riverBasins_semidistributed.shp,geometry,domain_Iceland_coastal_elev,n_features,1864,,,2026-07-19T18:45:20Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_coastal_elev:river_basins/Iceland_coastal_elev_riverBasins_with_coastal.shp,geometry,domain_Iceland_coastal_elev,n_features,2284,,,2026-07-19T18:45:28Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_coastal_elev:river_network/Iceland_coastal_elev_riverNetwork_semidistributed.shp,geometry,domain_Iceland_coastal_elev,n_features,1895,,,2026-07-19T18:45:20Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_regional:catchment/semidistributed/Iceland_regional/Iceland_regional_HRUs_GRUs.shp,geometry,domain_Iceland_regional,n_features,1894,,,2026-07-19T19:11:50Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_regional:river_basins/Iceland_regional_riverBasins_semidistributed.shp,geometry,domain_Iceland_regional,n_features,1894,,,2026-07-19T19:11:45Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_Iceland_regional:river_network/Iceland_regional_riverNetwork_semidistributed.shp,geometry,domain_Iceland_regional,n_features,1895,,,2026-07-19T19:11:45Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_paradise_snotel_wa_era5:catchment/point/paradise_snotel_wa_era5/paradise_snotel_wa_era5_HRUs_GRUs.shp,geometry,domain_paradise_snotel_wa_era5,n_features,1,,,2026-07-19T17:40:40Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
domain_paradise_snotel_wa_era5:river_basins/paradise_snotel_wa_era5_riverBasins_point.shp,geometry,domain_paradise_snotel_wa_era5,n_features,1,,,2026-07-19T17:40:40Z,0.9.2,9d6bb65a,2026-07-21T14:31:15Z
run_1@CRHM,CRHM,domain_Bow_at_Banff_lumped_era5,KGE,0.9355463098,0.7427191318,994,2026-07-29T05:22:02Z,0.9.2,d70c4c53,2026-07-29T13:00:13Z
run_1@FUSE,FUSE,domain_Bow_at_Banff_lumped_era5,KGE,0.9402980047,0.7878606642,4318,2026-07-21T22:37:25Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
run_1@GR,GR,domain_Bow_at_Banff_lumped_era5,KGE,0.9463885711,0.8265442693,519,2026-07-23T19:56:56Z,0.9.2,71e09ddc,2026-07-24T17:40:04Z
run_1@GSFLOW,GSFLOW,domain_Bow_at_Banff_lumped_era5,KGE,0.8006979086,0.4835561354,959,2026-07-22T16:52:04Z,0.9.2,71e09ddc,2026-07-24T17:40:04Z
run_1@HBV,HBV,domain_Bow_at_Banff_lumped_era5,KGE,0.8872542606,0.7101296571,983,2026-07-22T00:46:29Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
run_1@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_era5,KGE,0.8525165733,0.7909482436,980,2026-07-22T01:24:06Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
run_1@LSTM,LSTM,domain_Bow_at_Banff_lumped_era5,KGE,0.9483143687,0.8652586456,,2026-07-29T01:03:00Z,0.9.2,5eb00399,2026-07-29T01:06:31Z
run_1@MHM,MHM,domain_Bow_at_Banff_lumped_era5,KGE,0.9511929035,0.8472896975,1377,2026-07-29T06:53:58Z,0.9.2,d70c4c53,2026-07-29T13:00:13Z
run_1@SACSMA,SACSMA,domain_Bow_at_Banff_lumped_era5,KGE,0.8816839133,0.7777058999,1935,2026-07-24T13:23:06Z,0.9.2,71e09ddc,2026-07-24T17:40:04Z
run_1@SUMMA,SUMMA,domain_Bow_at_Banff_lumped_era5,KGE,0.8938867563,0.8801582599,994,2026-07-28T12:09:58Z,0.9.2,d4a47893,2026-07-28T13:12:19Z
run_1@TOPMODEL,TOPMODEL,domain_Bow_at_Banff_lumped_era5,KGE,0.9533931996,0.8355568062,752,2026-07-21T12:56:04Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
run_1@XINANJIANG,XINANJIANG,domain_Bow_at_Banff_lumped_era5,KGE,0.914235444,0.8204405927,986,2026-07-21T13:13:53Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
